省份,城市,院校名,主管部门,院校编码,院校水平,院校来历,建校时间,院校类型,软科校排,城市评级,招生电话,院校地址,办学层次,办学性质,校硕点,校博点,第四轮学科评估统计,第四轮学科评估结果,一流学科数量,一流学科,25年推免率,24年推免率,23年推免率,22年推免率,21年推免率,20年推免率,国内升学比例,国外升学比例,23年升本率,招生章程,学校招生信息,校园VR,院校百科,就业质量
浙江,嘉兴,嘉兴大学,浙江省,4133010354,,2023年由嘉兴学院更名,1914年,综合,普本总225,二线,0573-83640000,浙江省嘉兴市嘉杭路118号(梁林校区),本科,公办,有,无,,,,,,,,,,,9.50%,1.12%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-272.dhtml,http://zsb.zjxu.edu.cn/,https://www.720yun.com/t/34422wafw16,https://baike.baidu.com/item/%E5%98%89%E5%85%B4%E5%A4%A7%E5%AD%A6,https://job.zjxu.edu.cn/news/view/aid/206229/tag/tzgg
浙江,杭州,中国美术学院,浙江省,4133010355,/双一流大学/保研资格,,,艺术,艺术5,新一线,0571-87164630,浙江省杭州市南山路218号,本科,公办,有,有,A+:2/A-:1/B+:1/,A+:2_美术学/设计学;A-:1_艺术学理论;B+:1_戏剧与影视学;,1,美术学,9.80%,7.88%,6.19%,,5.30%,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-273.dhtml,http://zb.caa.edu.cn,https://www.720yun.com/t/78cju0mOtO6,https://baike.baidu.com/item/%E4%B8%AD%E5%9B%BD%E7%BE%8E%E6%9C%AF%E5%AD%A6%E9%99%A2,https://jiuye.caa.edu.cn/new/js/jync/yxjl/202501/83288.html
浙江,杭州,中国计量大学,浙江省,4133010356,/卓越工程师,原中国计量学院更名,1978年,理工,普本总146,新一线,0571-86836060,浙江省杭州市下沙高教园学源街258号,本科,公办,有,有,B:1/B-:2/C+:1/C:2/C-:1/,B:1_仪器科学与技术;B-:2_光学工程/控制科学与工程;C+:1_管理科学与工程;C:2_生物学/材料科学与工程;C-:1_电子科学与技术;,,,,,,,,,16.02%,3.08%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-274.dhtml,https://zs.cjlu.edu.cn/,https://www.720yun.com/t/03dj57hktw6,https://baike.baidu.com/item/%E4%B8%AD%E5%9B%BD%E8%AE%A1%E9%87%8F%E5%A4%A7%E5%AD%A6,https://jyb.cjlu.edu.cn/news/view/aid/28178/tag/tzgg
浙江,宁波,浙江万里学院,浙江省,4133010876,,,,理工,普本总338,新一线,0574-88222065/88222066,浙江宁波高教园区钱湖南路8号,本科,公办,有,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-657.dhtml,https://zsw.zwu.edu.cn/,https://www.720yun.com/t/85f2fxa8mtf,https://baike.baidu.com/item/%E6%B5%99%E6%B1%9F%E4%B8%87%E9%87%8C%E5%AD%A6%E9%99%A2,https://career.zwu.edu.cn/29/56/c8883a207190/page.htm
浙江,杭州,浙江科技大学,浙江省,4133011057,/卓越工程师,2023年由浙江科技学院更名,1980年,理工,普本总231,新一线,0571-85070165,浙江省杭州市西湖区留和路318号(小和山校区),本科,公办,有,无,,,,,,,,,,,6.51%,5.19%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-704.dhtml,http://zsb.zust.edu.cn/,https://www.720yun.com/t/11vkumqmd8q,https://baike.baidu.com/item/%E6%B5%99%E6%B1%9F%E7%A7%91%E6%8A%80%E5%A4%A7%E5%AD%A6,https://job.zust.edu.cn/newsDetail/8f8509769e5d4ccabdef21070fc487f3
浙江,宁波,宁波工程学院,浙江省,4133011058,/卓越工程师,,1983年,理工,普本总293,新一线,0574-87616666,宁波市江北区风华路201号,本科,公办,有,无,,,,,,,,,,,20.96%,1.60%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-705.dhtml,https://zs.nbut.edu.cn/,https://www.720yun.com/t/d45jzpwftw6,https://baike.baidu.com/item/%E5%AE%81%E6%B3%A2%E5%B7%A5%E7%A8%8B%E5%AD%A6%E9%99%A2,https://gcjy.nbut.edu.cn/news/view/aid/69001/tag/tzgg
浙江,杭州,浙江水利水电学院,浙江省,4133011481,,由浙江水利水电专科学校升格为本科,,理工,普本总408,新一线,0571-86929123,浙江省杭州市钱塘区下沙高教园区二号大街508号,本科,公办,无,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-820.dhtml,https://zhaosheng.zjweu.edu.cn/,https://www.720yun.com/t/ad5z25qer2u,https://baike.baidu.com/item/%E6%B5%99%E6%B1%9F%E6%B0%B4%E5%88%A9%E6%B0%B4%E7%94%B5%E5%AD%A6%E9%99%A2,https://jiuye.zjweu.edu.cn/news/view/aid/92700/tag/tzgg
浙江,杭州,浙江财经大学,浙江省,4133011482,,原浙江财经学院更名,1974年,财经,普本总132/财12,新一线,0571-87557465,浙江省杭州市下沙高教园区学源街18号,本科,公办,有,有,B+:1/B:1/B-:1/C+:1/C:1/C-:1/,B+:1_应用经济学;B:1_工商管理;B-:1_公共管理;C+:1_统计学;C:1_理论经济学;C-:1_法学;,,,,,,,,,8.36%,8.73%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-821.dhtml,https://zs.zufe.edu.cn/index.htm,https://www.720yun.com/t/029j5rhftu3,https://baike.baidu.com/item/%E6%B5%99%E6%B1%9F%E8%B4%A2%E7%BB%8F%E5%A4%A7%E5%AD%A6,https://zccareer.zufe.edu.cn/news/view/aid/417576/tag/cyxz
浙江,杭州,浙江警察学院,浙江省,4133011483,,,,政法,普本总22/政11,新一线,0571-87787029；0571-87787177,滨江校区——杭州市滨江区滨文路555号；临安校区——杭州市临安区锦北街道农林大路2559号。,本科,公办,有,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-822.dhtml,http://www.zjjcxy.cn/zsxxw,https://www.720yun.com/t/f6bjtpwmek6,https://baike.baidu.com/item/%E6%B5%99%E6%B1%9F%E8%AD%A6%E5%AF%9F%E5%AD%A6%E9%99%A2,http://www.zjjcxy.cn/zhu/jygz/222480.html
浙江,衢州,衢州学院,浙江省,4133011488,,,1985年,理工,普本总367,三线,0570-8015711,浙江省衢州市柯城区九华北大道78号,本科,公办,有,无,,,,,,,,,,,13.94%,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-823.dhtml,https://zs.qzc.edu.cn,https://www.720yun.com/t/516jkrsfty6,https://baike.baidu.com/item/%E8%A1%A2%E5%B7%9E%E5%AD%A6%E9%99%A2,https://mp.weixin.qq.com/s/hxL-FaT1pxA_dd8edDiQHA
浙江,宁波,宁波大学,浙江省,4133011646,/双一流大学/保研资格/卓越医生五年制/卓越农林拔尖创新,,1986年,综合,普本总78,新一线,0574-87600233,浙江省宁波市江北区风华路818号,本科,公办,有,有,B:2/B-:3/C+:3/C:4/C-:2/,B:2_外国语言文学/水产;B-:3_体育学/数学/信息与通信工程;C+:3_应用经济学/法学/教育学;C:4_物理学/力学/土木工程/食品科学与工程;C-:2_马克思主义理论/化学;,1,力学,7.84%,,4.40%,,4.40%,,14.36%,24.06%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-876.dhtml,https://zsb.nbu.edu.cn/,https://www.720yun.com/t/c2vkbhflOdb,https://baike.baidu.com/item/%E5%AE%81%E6%B3%A2%E5%A4%A7%E5%AD%A6,http://ndjy.nbu.edu.cn/news/view/aid/35972/tag/tzgg
浙江,杭州,浙江传媒学院,浙江省,4133011647,,,1978年,语言,普本总267/语11,新一线,0571-86832600、、86832630,浙江省杭州市钱塘区白杨街道学源街998号(杭州钱塘校区)；桐乡市梧桐街道逾桥西路998号(桐乡乌镇校区),本科,公办,有,无,,,,,,,,,,,5.00%,9.43%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-877.dhtml,https://zsw.cuz.edu.cn,https://www.720yun.com/t/726jOpwksu5,https://baike.baidu.com/item/%E6%B5%99%E6%B1%9F%E4%BC%A0%E5%AA%92%E5%AD%A6%E9%99%A2,https://cuz.jysd.com/news/view/aid/674537/tag/report
浙江,杭州,浙江树人学院,浙江省教育厅,4133011842,,,,理工,民本总1,新一线,0571-88297000,杭州市舟山东路19号,本科,民办,无,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-938.dhtml,http://zs.zjsru.edu.cn/,https://www.720yun.com/t/devktmrlpd7,https://baike.baidu.com/item/%E6%B5%99%E6%B1%9F%E6%A0%91%E4%BA%BA%E5%AD%A6%E9%99%A2,https://zjsru.jysd.com/news/view/aid/668286/tag/tzgg
浙江,绍兴,浙江越秀外国语学院,浙江省教育厅,4133012792,,,,语言,民本总6/民语2,二线,0575-88343001、88343002、88343003,浙江省绍兴市越城区会稽路428号(稽山校区),本科,民办,无,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1273.dhtml,https://zs.zyufl.edu.cn/,https://www.720yun.com/t/9abjz54nsf2,https://baike.baidu.com/item/%E6%B5%99%E6%B1%9F%E8%B6%8A%E7%A7%80%E5%A4%96%E5%9B%BD%E8%AF%AD%E5%AD%A6%E9%99%A2,https://www.zyufl.edu.cn/2024/1223/c2864a71467/page.htm
浙江,宁波,宁波财经学院,浙江省教育厅,4133013001,,原宁波大红鹰学院更名,,财经,民本总6/民财1,新一线,0574-88052238、0574-88052239,浙江省宁波市海曙区学院路899号,本科,民办,无,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1466.dhtml,https://www.nbufe.edu.cn/zsb/,https://www.720yun.com/t/9avkO9dmdry,https://baike.baidu.com/item/%E5%AE%81%E6%B3%A2%E8%B4%A2%E7%BB%8F%E5%AD%A6%E9%99%A2,http://jy.nbufe.edu.cn/news/view/aid/35305/tag/tzgg
浙江,杭州,浙大城市学院,浙江省,4133013021,,原浙江大学城市学院更名,1999年,理工,普本总251,新一线,0571-88018551,浙江省杭州市拱墅区湖州街51号,本科,公办,有,无,,,,,,,,,,,3.82%,8.37%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1481.dhtml,http://zs.zucc.edu.cn,https://www.720yun.com/t/75323wauxen,https://baike.baidu.com/item/%E6%B5%99%E5%A4%A7%E5%9F%8E%E5%B8%82%E5%AD%A6%E9%99%A2,https://career.hzcu.edu.cn/news/view/aid/289934/tag/tzgg
浙江,宁波,浙大宁波理工学院,浙江省,4133013022,,原浙江大学宁波理工学院更名,,理工,普本总281,新一线,0574-88229100,浙江省宁波市鄞州区钱湖南路1号,本科,公办,有,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1482.dhtml,https://zsw.nbt.edu.cn/,https://www.720yun.com/t/f1c27jO8a1i,https://baike.baidu.com/item/%E6%B5%99%E5%A4%A7%E5%AE%81%E6%B3%A2%E7%90%86%E5%B7%A5%E5%AD%A6%E9%99%A2,https://job.nbt.edu.cn/detail/news?id=953797
浙江,杭州,杭州医学院,浙江省,4133013023,/卓越医生3+2专科,由浙江医学高等专科学校升格为本科,,医药,普本总297/医40,新一线,0571-87692654,临安校区(浙江省杭州市临安区颐康街8号)；滨江校区(浙江省杭州市滨江区滨文路481号)；黄龙校区(浙江省杭州市西湖区天目山路182号)；青山湖科创中心(浙江省杭州市临安区青山湖街道创业街218号),本科,公办,有,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1483.dhtml,http://zs.hmc.edu.cn/,,https://baike.baidu.com/item/%E6%9D%AD%E5%B7%9E%E5%8C%BB%E5%AD%A6%E9%99%A2,https://hmc.jysd.com/news/view/aid/510629/tag/tzgg
浙江,东阳,浙江广厦建设职业技术大学,浙江省教育厅,4133013029,,由浙江广厦建设职业技术学院升格为本科,,理工,民办职本:2,,0579-86668888/86660808,浙江省东阳市广福东街1号,本科,民办,无,无,,,,,,,,,,,,,7.20%,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1487.dhtml,https://zs.guangshaxy.com/,,https://baike.baidu.com/item/%E6%B5%99%E6%B1%9F%E5%B9%BF%E5%8E%A6%E5%BB%BA%E8%AE%BE%E8%81%8C%E4%B8%9A%E6%8A%80%E6%9C%AF%E5%A4%A7%E5%AD%A6,https://jy.guangshaxy.com/a/202536/5035.shtml
浙江,绍兴,浙江工业大学之江学院,浙江省教育厅,4133013275,,,,理工,,二线,0575-81112699,绍兴市柯桥区越州大道958号,本科,独立学院,无,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1621.dhtml,http://zs.zzjc.edu.cn/,https://www.720yun.com/t/de221wbdw4f,https://baike.baidu.com/item/%E6%B5%99%E6%B1%9F%E5%B7%A5%E4%B8%9A%E5%A4%A7%E5%AD%A6%E4%B9%8B%E6%B1%9F%E5%AD%A6%E9%99%A2,https://zzjc.jysd.com/news/view/aid/668052/tag/tzgg
浙江,金华,浙江师范大学行知学院,浙江省教育厅,4133013276,,,,综合,,二线,0579-89109992,浙江省金华市兰溪市迎宾大道3388号,本科,独立学院,无,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1622.dhtml,http://xzzs.zjxz.edu.cn/,,https://baike.baidu.com/item/%E6%B5%99%E6%B1%9F%E5%B8%88%E8%8C%83%E5%A4%A7%E5%AD%A6%E8%A1%8C%E7%9F%A5%E5%AD%A6%E9%99%A2,https://xzjy.zjxz.edu.cn/news/view/aid/28062/tag/xwkd
浙江,宁波,宁波大学科学技术学院,浙江省教育厅,4133013277,,,,综合,,新一线,0574-87600018,浙江省宁波市慈溪市白沙路街道文蔚路521号,本科,独立学院,无,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1623.dhtml,https://zs.ndky.edu.cn/,https://www.720yun.com/t/9cvkiw27rpm,https://baike.baidu.com/item/%E5%AE%81%E6%B3%A2%E5%A4%A7%E5%AD%A6%E7%A7%91%E5%AD%A6%E6%8A%80%E6%9C%AF%E5%AD%A6%E9%99%A2,http://jy.ndky.edu.cn/news/view/aid/291804/tag/tzgg
浙江,杭州,杭州电子科技大学信息工程学院,浙江省教育厅,4133013279,,,,理工,,新一线,0571-58619116,浙江省杭州市青山湖科技城杭电路1号,本科,独立学院,无,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1625.dhtml,http://www.hziee.edu.cn/index.php?c=Index&a=index&web=bkszs,,https://baike.baidu.com/item/%E6%9D%AD%E5%B7%9E%E7%94%B5%E5%AD%90%E7%A7%91%E6%8A%80%E5%A4%A7%E5%AD%A6%E4%BF%A1%E6%81%AF%E5%B7%A5%E7%A8%8B%E5%AD%A6%E9%99%A2,https://hzdzxy.bysjy.com.cn/detail/news?id=1123576&menu_id=&type_id=8277
浙江,绍兴,浙江理工大学科技与艺术学院,浙江省教育厅,4133013280,,,,理工,,二线,0575-82001777,绍兴市上虞区滨海新城康阳大道58号,本科,独立学院,无,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1626.dhtml,https://zs.ky.zstu.edu.cn/index.htm,,https://baike.baidu.com/item/%E6%B5%99%E6%B1%9F%E7%90%86%E5%B7%A5%E5%A4%A7%E5%AD%A6%E7%A7%91%E6%8A%80%E4%B8%8E%E8%89%BA%E6%9C%AF%E5%AD%A6%E9%99%A2,https://ky.jysd.com/news/view/aid/668514/tag/tzgg
浙江,绍兴,浙江农林大学暨阳学院,浙江省教育厅,4133013283,,原浙江农林大学天目学院更名,2000年,林业,,二线,0575-87760666,浙江绍兴诸暨市浦阳路77号,本科,独立学院,无,无,,,,,,,,,,,7.00%,0.06%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1628.dhtml,http://zs.zjyc.edu.cn/,https://www.720yun.com/t/673z45qr5nu,https://baike.baidu.com/item/%E6%B5%99%E6%B1%9F%E5%86%9C%E6%9E%97%E5%A4%A7%E5%AD%A6%E6%9A%A8%E9%98%B3%E5%AD%A6%E9%99%A2,https://jy.zjyc.edu.cn/news/view/aid/412070/tag/tzgg
浙江,温州,温州医科大学仁济学院,浙江省教育厅,4133013284,,原温州医学院仁济学院更名,1999年,医药,,二线,0577-86682000,温州市瓯海茶山高教园区,本科,独立学院,无,无,,,,,,,,,,,6.19%,0.35%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1629.dhtml,http://rjxy.wmu.edu.cn,,https://baike.baidu.com/item/%E6%B8%A9%E5%B7%9E%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E4%BB%81%E6%B5%8E%E5%AD%A6%E9%99%A2,https://rjxy.wmu.edu.cn/info/1082/196839.htm
浙江,杭州,浙江中医药大学滨江学院,浙江省教育厅,4133013285,,,2000年,医药,,新一线,,,本科,独立学院,无,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1630.dhtml,https://zsb.zcmu.edu.cn,,https://baike.baidu.com/item/%E6%B5%99%E6%B1%9F%E4%B8%AD%E5%8C%BB%E8%8D%AF%E5%A4%A7%E5%AD%A6%E6%BB%A8%E6%B1%9F%E5%AD%A6%E9%99%A2,https://job.zcmu.edu.cn/news/view/aid/26231/tag/tzgg
浙江,杭州,杭州师范大学钱江学院,浙江省教育厅,4133013286,,,,师范,,新一线,,,本科,独立学院,无,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1631.dhtml,http://qjzs.huqc.edu.cn/,,https://baike.baidu.com/item/%E6%9D%AD%E5%B7%9E%E5%B8%88%E8%8C%83%E5%A4%A7%E5%AD%A6%E9%92%B1%E6%B1%9F%E5%AD%A6%E9%99%A2,
浙江,湖州,湖州学院,浙江省,4133013287,,原湖州师范学院求真学院更名,1999年,师范,普本总452,三线,0572-2117000,浙江省湖州市吴兴区学士路1号,本科,公办,无,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1632.dhtml,https://zsw.zjhzu.edu.cn,,https://baike.baidu.com/item/%E6%B9%96%E5%B7%9E%E5%AD%A6%E9%99%A2,https://zjhzu.jysd.com/news/view/aid/668145/tag/tzgg
浙江,绍兴,绍兴理工学院,浙江省教育厅,4133013288,,2025年由绍兴文理学院元培学院转设,,,,二线,0575-88345858,浙江省绍兴市群贤中路2799号,本科,公办,无,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1633.dhtml,https://zsxx.ypc.edu.cn/,https://www.720yun.com/t/378j5dsn5v6,https://baike.baidu.com/item/%E7%BB%8D%E5%85%B4%E7%90%86%E5%B7%A5%E5%AD%A6%E9%99%A2,https://cjyw.ypc.edu.cn/news/view/aid/387947/tag/fwzn
浙江,温州,温州理工学院,浙江省,4133013289,,原温州大学瓯江学院更名,,理工,普本总445,二线,0577-86689999,温州经济技术开发区金海三道337号,本科,公办,无,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1634.dhtml,https://www.wzut.edu.cn/,https://www.720yun.com/t/8f0j5peysv8,https://baike.baidu.com/item/%E6%B8%A9%E5%B7%9E%E7%90%86%E5%B7%A5%E5%AD%A6%E9%99%A2,https://ojc.jysd.com/news/view/aid/370470/tag/zlbg
浙江,杭州,浙江工商大学杭州商学院,浙江省教育厅,4133013290,,,1999年,财经,,新一线,0571-69936688,浙江省杭州市桐庐县环城南路66号,本科,独立学院,无,无,,,,,,,,,,,5.43%,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1635.dhtml,http://zs.zjhzcc.edu.cn,https://www.720yun.com/t/d3vksqqh08e,https://baike.baidu.com/item/%E6%B5%99%E6%B1%9F%E5%B7%A5%E5%95%86%E5%A4%A7%E5%AD%A6%E6%9D%AD%E5%B7%9E%E5%95%86%E5%AD%A6%E9%99%A2,https://jy.zjhzcc.edu.cn/news/view/aid/414188/tag/xngs
浙江,嘉兴,嘉兴南湖学院,浙江省,4133013291,,原嘉兴学院南湖学院更名,2003年,财经,普本总418/财42,二线,0573-83636666,浙江省嘉兴市南湖区越秀南路572号,本科,公办,无,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1636.dhtml,http://zsb.jxnhu.edu.cn,,https://baike.baidu.com/item/%E5%98%89%E5%85%B4%E5%8D%97%E6%B9%96%E5%AD%A6%E9%99%A2,https://jyb.jxnhu.edu.cn/news/view/aid/337175/tag/tzgg
浙江,义乌,中国计量大学现代科技学院,浙江省教育厅,4133013292,,原中国计量学院现代科技学院更名,1999年,理工,,,0571-85905555,浙江省义乌市大学路8号,本科,独立学院,无,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1637.dhtml,https://zs.cjlu.edu.cn/,https://www.720yun.com/t/9bejedufty6,https://baike.baidu.com/item/%E4%B8%AD%E5%9B%BD%E8%AE%A1%E9%87%8F%E5%A4%A7%E5%AD%A6%E7%8E%B0%E4%BB%A3%E7%A7%91%E6%8A%80%E5%AD%A6%E9%99%A2,
浙江,海宁,浙江财经大学东方学院,浙江省教育厅,4133013294,,原浙江财经学院东方学院更名,,财经,,,0571-87571556、87571558、87571500,浙江省海宁市连杭经济开发区高新区仰山路2号,本科,独立学院,无,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1639.dhtml,https://zs.zufedfc.edu.cn/,https://www.720yun.com/t/865jz0suuO7,https://baike.baidu.com/item/%E6%B5%99%E6%B1%9F%E8%B4%A2%E7%BB%8F%E5%A4%A7%E5%AD%A6%E4%B8%9C%E6%96%B9%E5%AD%A6%E9%99%A2,https://zufedfc.jysd.com/news/view/aid/510595/tag/tzgg
浙江,温州,温州商学院,浙江省教育厅,4133013637,,原温州大学城市学院更名,1999年,财经,民本总45/民财13,二线,0577-86698888,温州茶山高教园区,本科,民办,无,无,,,,,,,,,,,9.72%,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-6292509.dhtml,http://zsw.wzbc.edu.cn,https://www.720yun.com/t/5adjOpwfkw5,https://baike.baidu.com/item/%E6%B8%A9%E5%B7%9E%E5%95%86%E5%AD%A6%E9%99%A2,https://wzbc.jysd.com/news/view/aid/368173/tag/xngs
浙江,嘉兴,同济大学浙江学院,浙江省教育厅,4133014206,,,,综合,,二线,,,本科,独立学院,无,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-18318525.dhtml,https://www.tjzj.edu.cn/list/68.html,,https://baike.baidu.com/item/%E5%90%8C%E6%B5%8E%E5%A4%A7%E5%AD%A6%E6%B5%99%E6%B1%9F%E5%AD%A6%E9%99%A2,
浙江,金华,上海财经大学浙江学院,浙江省教育厅,4133014207,,,2008年,财经,,二线,0579-82166011,浙江省金华市环城南路99号,本科,独立学院,无,无,,,,,,,,,,,1.34%,1.41%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-18692290.dhtml,https://zs.shufe-zj.edu.cn/,,https://baike.baidu.com/item/%E4%B8%8A%E6%B5%B7%E8%B4%A2%E7%BB%8F%E5%A4%A7%E5%AD%A6%E6%B5%99%E6%B1%9F%E5%AD%A6%E9%99%A2,https://shufe-zj.jysd.com/news/view/aid/668156/tag/tzgg
浙江,杭州,浙江外国语学院,浙江省,4133014275,,,1955年,语言,普本总282/语12,新一线,0571-88213107,浙江省杭州市西湖区留和路299号,本科,公办,有,无,,,,,,,,,,,4.58%,7.22%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-6281472.dhtml,http://zs.zisu.edu.cn,https://www.720yun.com/t/a6vksw1q71l,https://baike.baidu.com/item/%E6%B5%99%E6%B1%9F%E5%A4%96%E5%9B%BD%E8%AF%AD%E5%AD%A6%E9%99%A2,https://jy.zisu.edu.cn/news/view/aid/548452/tag/xngs
浙江,杭州,浙江音乐学院,浙江省,4133014535,,2016年教育部批准成立,,艺术,艺术33,新一线,0571-89808080,浙江省杭州市西湖区转塘街道浙音路1号,本科,公办,有,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1674121084.dhtml,http://www.zjcm.edu.cn/,https://www.720yun.com/t/52dj5Ohkkk7,https://baike.baidu.com/item/%E6%B5%99%E6%B1%9F%E9%9F%B3%E4%B9%90%E5%AD%A6%E9%99%A2,
浙江,杭州,西湖大学,浙江省教育厅,4133014626,,2018年教育部批准成立,,理工,,新一线,0571-88996767,云谷校区，杭州市西湖区墩余路600号；云栖校区，杭州市西湖区石龙山街18号。,本科,民办,无,有,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-3764059324.dhtml,https://zh-ugadmissions.westlake.edu.cn/,,https://baike.baidu.com/item/%E8%A5%BF%E6%B9%96%E5%A4%A7%E5%AD%A6,
浙江,宁波,宁波诺丁汉大学,浙江省教育厅,4133016301,,,2004年,综合,普本总76/合作3,新一线,0574-88180182,浙江省宁波市泰康东路199号,本科,中外合作办学,无,无,,,,,,,,,,,84.30%,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-405725.dhtml,http://www.nottingham.edu.cn,https://www.720yun.com/t/03vkOl89ziy,https://baike.baidu.com/item/%E5%AE%81%E6%B3%A2%E8%AF%BA%E4%B8%81%E6%B1%89%E5%A4%A7%E5%AD%A6,
浙江,温州,温州肯恩大学,浙江省教育厅,4133016405,,2011年教育部批准温州大学与美国肯恩大学合作筹建,2014年,综合,普本总151/合作8,二线,0577-86000111,浙江省温州市瓯海区大学路88号,本科,中外合作办学,无,无,,,,,,,,,,,2.36%,52.36%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-976553154.dhtml,https://wku.edu.cn/admissions/,https://www.720yun.com/t/ddvkOer758e,https://baike.baidu.com/item/%E6%B8%A9%E5%B7%9E%E8%82%AF%E6%81%A9%E5%A4%A7%E5%AD%A6,https://wku.edu.cn/wp-content/uploads/2022/01/%E6%B8%A9%E5%B7%9E%E8%82%AF%E6%81%A9%E5%A4%A7%E5%AD%A62021%E5%B9%B4%E5%BA%A6%E6%AF%95%E4%B8%9A%E7%94%9F%E5%B0%B1%E4%B8%9A%E8%B4%A8%E9%87%8F%E6%8A%A5%E5%91%8A%EF%BC%88%E5%AE%9A%E7%A8%BF%EF%BC%89.pdf
浙江,宁波,宁波职业技术大学,浙江省,4133010863,/第二类高水平学校B档/示范高职/现代学徒,2025年以宁波职业技术学院为基础设立,,综合,高职总榜:6,新一线,057486894901/02/03/04,本部校区：浙江省宁波市北仑区庐山东路388号；余姚校区：浙江省宁波市余姚市开丰路388号,本科,公办,无,无,,,,,,,,,,,,,35.78%,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-646.dhtml,https://zhaosheng.nbpt.edu.cn,https://www.720yun.com/t/846jOgtkOv1,https://baike.baidu.com/item/%E5%AE%81%E6%B3%A2%E8%81%8C%E4%B8%9A%E6%8A%80%E6%9C%AF%E5%A4%A7%E5%AD%A6,
